"","p_cntrl5062","p_cntrl8512","p_cntrl5029","p_cncr7136","p_cntrl2642","p_cncr2935","p_cntrl1116","p_cncr5626","p_cntrl1317","p_cncr3717","p_cntrl2476","p_cncr5310","p_cncr8118","p_cncr3092","p_cncr2842","p_cntrl9875","p_cncr9894","p_cncr6814","p_cncr5676","p_cncr1313","p_cntrl8815","p_cncr4019","p_cncr4932","p_cncr8502","p_cncr9042","p_cncr8563","p_cntrl3243","p_cncr1633","p_cncr3976","p_cncr8561"
"10100111100011101111",70866,532,70311,8480,67930,14168,4109392,4825,2841947,164750,1048281,64511,336658,340,71156,28479,4239,42632,55733,528207,267472,17545,15697,210315,1672442,10121,156974,107835,1042,78569
"01111001111100000001",57777,1472,410,216651,12417,57765,21867,112557,760537,398,6648,1860,485,24606,3153,42,276,22429,35,1,47404,38,3424,6756,574574,265,94306,220,1140168,6579
"01010011110100011000",8530,1508436,339748,85689,278759,63132,19054,63875,10741,726,25312,1151393,1126,595691,5333,6324,260685,4159,1444818,20826,15148,2989,3260422,1755978,6666274,29993,1708,909,332943,23363
"00111101111110011001",8166,50,333,9436,111,183427,444757,3509,74214,36207,8826,148917,38145,2622,110932,4856,26650,4905907,413,13488,5581,10305,3388,1203105,9404,137068,22214,1336,1046062,169947
"01100001000010010000",8083,40392,71819,176186,24694,29688,23159,10585,274522,506037,629525,61632,144040,737694,1238863,250569,3117948,308576,148342,304463,1000343,8201,6193,6500,1515889,5432910,1719,6963,4372524,3770355
"10001011100100001000",2466,2565892,428,7307,2441,2259,60538,140992,5193,142899,386052,331949,2392011,168851,32996,62067,444918,45226,104014,311,1466,2305046,221957,1023373,1253,2877,11799,7550,79,501345
"11010101011010110101",5997199,1138,1676786,12591,510949,400214,19523,394,5975,16782,687571,167,43621,12451,76101,587604,14134,1013,109,8191,76680,2120,1983,7468,12557,136233,35376385,17268,171344,17068
"01111000000101111100",72903,19220,2871,398132,238528,1125,1176,2524,273354,4126,4404,3879,7646,44444,58850,66360,7943,231,13114,62354,10673,2526,50648,124536,613871,156869,4546,780,711420,14778
"10010100000111010111",723,101323,45397,53754,102316,40544785,155677,21944,336030,50052,844906,26806,24218,1570,112623,2667,4197,5366,1309,1407,3680618,209,49874,35478,13965,602,4216,199888,2340046,590
"10111101100001100101",73755,274,880,1831931,196555,543,186295,53956,975353,12575,187,2804,3027410,34,18120,13,44820,276146,528,125,11523,426,29468,189054,22109,120793,399,1433,1418104,996
"00110101000000010111",28945,59957,602176,4726,12615,356600,401694,4723,6578154,195,975467,20478,119686,357,5628,64365,494756,712,15758,7699,355762,1136,1293,59311,53161,49703,35614,2166777,401969,17184
"11001111011011011011",53062,412957,10,188343,36153,16522,153165,572119,5221,85311,613026,148466,2398,120457,4014,134872,32881,33391,224,534203,107,93693,7488,252960,405027,569434,289,278611,1970858,694457
"10001011010000011000",18327,521020,8449,1553474,4055778,474654,14104,118,354339,112245,60712,36644264,1342822,9811,835968,85495,684432,1551671,50767,33536,151324,55644,137293,65113,20312081,9070532,130596,668764,44652,14331
"10001001011100001100",903329,773,64,674468,926362,272831,69558,5629,244428,185363,100,836,1495464,3289,252944,1349,60523,512,13404,7344,10074,1309,3232,37475,599877,446935,8054,466,56869,9523
"11111111001000011001",50807,6112,594674,377853,59882,40498,161459,194628,57315,89847,72701,1231336,56552,14713,26213,347,2007601,3099356,48220669,1477971,864335,2701827,37143,49650,6589,1392208,190234,25722,17021909,140357
"10010000010001011010",50664,2176963,22471,28810,12872,62,61856,74192,78,15,2529,341281,2598,127160,34525139,54751,3999,22685,1144,61502,42906,426847,186,542829,71757,157630,10080,203729,6757,230
"01100100111000111011",263122,1741690,12944,5498,9060,209692,410659,65761,148577,8517,321291,123573,114897,80926,94835,31755,704109,1165162,41426,386390,303886,115114,334524,87711,10678,939845,448,552376,65285,4333
"10001011110011001100",12420,6350,4529090,345128,101011,97928,76462,274776,3434,538577,384087,1355025,413456,147304,48,20488,26815,33953,3764,336,8378,194,67045,17769,599206,45009,972146,1191462,398641,55308
"00110111000011100110",76247,6804,68268,837605,203320,86026,8482,57212,9992,65873,578,30565,38015,3104976,246184,4663365,795947,31565,43918,29266,13596,5566,54112,38327,1056981,8371,5504,1020416,293698,2150474
"11001100111010101100",19112,18891,1863,1451,318844,21181,1210563,1260199,25844,116445,642,4681,204686,1743,2136,4893,343832,50686,490856,133830,26299,1561,4650,508857,103477,63098,476,4363,2883725,111
"00000101101010010011",450540,12294,1604104,718732,1229047,4312,1126092,3085827,186960,2425,13528,13040,285572,80427,41975,41781,276458,922300,47777,12581,137733,12594,23754,11454,742301,25,50872,39478,63530,808
"01010000001000010001",1062636,3435,10690424,1432,723555,28059,525610,800649,1605482,5360,147461,162121,3294,26079,497,9202,17365,25245,6678,2617,45318,50335,246229,11309,93081,1184,16826,4086209,147910,81374
"10110100110000110100",280109,776975,8814,52006,32058,170,22397,2911298,363409,4094086,105989,3928,279254,7703,356395,1261475,3383323,1017,402025,3041858,505226,3337547,11808,72837,2176866,18602,521878,89731,1513,22468
"01001111110010110001",81474,25714,4211,158942,8177,74889,22972,12595,6558,1601,1037149,3594,26214,21709,946,742408,40723,17680,191504,2810,992196,209,15049444,7109,36628,367098,3209,394308,20920,239878
"01110011110110111111",209190,181,7399,35780,4184214,132866,264198,1877635,33414,868,54863,2639,23454,17117,37615,133631,15416,112496,1249841,221192,66484,38147,814112,138925,193305,319245,817912,19786,105666,234313
"00001000001000101110",85411,38,247,8853,26234,198839,58956,245286,4026,13298,1059,481,19369,52695,22916,2203,21211,97138,53029,1647,5848,27,9665,101646,206839,28147,133459,8,400232,182189
"01100100010010101011",149688,2569748,212,283462,80,549,65049,7792,15351,229441,89963,447832,23200520,806588,7665789,5961,1694,65,22639,111099,3630241,686255,115786,16325,121867,99181,126433,639722,51030,2514124
"01010111011110110011",46056,8839,63851,71574,129905,545,365615,160,1033788,9733,22847,7710,61450,139385,5519386,89802,5123,344,2127,16810,2387311,163,16045,1622,3114994,215,17569,126161,118087,49363
"00110110101000111010",934409,9728,34818,10830,1801679,27005,98142,18465,40273,340282,3081,59109,6142,32301,100639,593,7281,6952,78762,3071026,1065537,206615,5220,3720,14511452,10950623,10985,680559,854312,357731
"10111111001000101110",21888,4491,45673,128120,11072,41453,639638,222470,11179,60865,61397,390185,24201,50759,3921,14166005,52601,127189,2356168,552,765967,15301,717223,1883882,7611,25380,17183,479,941040,18624
"01010101010001100000",149255,97510,1200465,556199,13996,20722,122834,143397,32015,997943,70511,14647,4668,1973,2112,235715,3015810,690488,2573610,1144288,242406,15429,645219,931,174784,110600,6538,20846,86234,269144
"10000011000110010010",1209883,453076,137892,54549,10087,16517,9302,157231,1486604,10455,39298,1534380,13929,3694736,50444,6449,330085,14369,18316,38161,5001,4594782,564830,5861,27215,1158,41803,634413,646018,5185
"01000101000110100011",277205,3969,624753,42217,18097,1336,1075063,7577,1898027,65,105395,759,3374,1904352,910,1814,31910,13671,993456,1064,1634,5129,53,14393,2514586,20216,4106,455192,8985,575
"10110110001011101100",26703,706,138688,5581,1240,18880,243202,7184,7750,1968,267,451,1211,55246,14342,177255,1864400,30589,10264,14159,16232,947885,4057,5684093,452445,16055,6522,99883,148801,18678
"00100000110111111000",795,45789,73055,45209,1582537,7390569,936,6928,503982,45562,7793,146025,117962,10304,5729,838808,309,7480,840532,25916,47718,226334,27169,4585,10020,161526,229003,535439,9827,430477
"00101101001111000110",1875,21300,569,125002,219795,4622,1057095,559587,1558933,363,3140,14037,155639,38654,1796,7,496720,1444,311180,9440,184166,339,37594,157922,14898,258487,44033,37,1210443,2613
"01011101111011001000",57585,13138,83,880,83063,21723,154076,82615,37535,16316,20351,1237,64174,3555,7883,11427,69053,10134,49357,161,67,179,22727,236,3436,145178,4929,5874,4465055,13615
"11001110100001110110",22082,155581,1865,37296,177777,42650,1087583,441134,3062,66950,20260,5798332,63665,575116,373,1345174,5849,2380190,696,16106,154737,566485,411438,28456,29597,3787504,20960,102128,67624,3235155
"00011110101000011001",164265,361734,14562,1509,2063128,22743,6484,1258,7989,172441,58924,220746,3525535,90757,59416,37192,113708,159,246029,25541,67619,41255,38556,1398319,64288,26491,7705979,509990,10688,37284
"00110111011011111001",2499,378969,321253,18275,70306,23755,152396,167674,85503,12247206,3669,35753,216177,260966,45677,110760,373314,2141234,11463,590,510,5913,1151410,482,679768,54928,127562,22827,2537,163745
"10100010010101110101",6155,11642,233089,7154,22970,2503,92816,37346,162901,21490,3238017,20426,8948,10354,851,84398,129690,15930,40186,247651,161467,932870,1947,15332,14319,14643,2707988,158072,11388,861373
"00010111011111110010",22864,2494,142853,150744,340011,4063,9215,71018,101655,5310,5616,49277,1899,7605,119254,645,4542,4569633,230641,1607041,101782,13896,3978627,417611,322310,170129,5264,84118,2351,447
"11011101110010000100",103499,17469,156,844000,238179,9228,20288,12342,74502,591,75,26949,158679,9637,41727,2826,45064,35990,55498,5492,3249,2128,954,1936409,162755,10106,19722,165,72409,14281
"00101110110011101010",4445,953713,217985,238858,462221,175,5710,8074,14544,12803,53760738,7302,58974,16435,41152,681896,848919,233597,13645,292271,71890,4341499,31043,964,68442,185316,32366,1626,11912586,248040
"01010101111111010000",10419,58269,5949,118131,26769,29992,195928,2614741,93,475006,7206388,170395,404274,388406,210831,18813,84,27356,2224969,20922,409932,796336,51291,646,76260,11878,200555,457727,65816,1934
"10110001111000110110",38,703,15413,1318168,209234,10711,1119204,5696956,248115,61552,594232,376222,851335,13924,695906,3859085,2114,558992,20995,2735,185536,503885,153331,25470,440807,70712,710,510853,16869,391566
"01000101100100110100",144887,124816,160425,857116,645,1400779,30738235,2469,152316,5937,182374,251505,3437016,87615,367061,1175,3559253,4537,2780347,1020292,7445,473048,1042938,2165,18989,46703,535676,233173,6174657,466372
"00001011110110100111",21172,85528,4079634,27874,640368,52339,10377,37936,92066,417,21096,10270,15343,41180,286,12563,461029,121785,1912,325,17643,611174,9917,61372,58738,242707,146161,52888,51545,1982
"01010111011111000111",1504114,2261,11001,14360,15900,10767,131418,108610,1347,50238,8128,458,1499,3511,6194,403437,282310,236985,17432,51,237,2,3775,16718,788299,16429,22756,49969,6061,35864
"10111111011101101100",44724,42808,24132,1527,9452,2141242,451502,2594039,5103,9260,412,65409,1715,12759,146054,21816,1746,1116,18785,786468,4512670,453985,3128,6258483,51898,363603,31624,107585,6086414,2175
"11100111110100001100",35584,4140,180478,11764,13110,15261961,305954,201309,2755931,76389,454018,3006,80111,75537,21473,1021,13408,33237,6396,13582,18283,18175,356747,18602,13091,76254,138689,81912,3783927,201228
"10110010111111000010",62543,286911,3821,21599,1625,200795,1777733,19923204,7853,70051,105259,1269856,255,1446,215420,5855,112091,3977,101106,113005,12344,14506,9967,13275041,4581,86908,27060,46451,2942155,5319469
"01101001010101100100",4900,75172,2102,81494,19240,587103,1826331,151,189740,42957,68490,7406,74606,2163,17274,881,351602,63,2904,342,160,2291,5347,183004,25665,2675,53286,23,465371,39199
"01001011010010110100",562,10761,1903,2171727,715,989,22492,104635,5460,124359,2818,647402,372651,863107,44882,9925,8527668,5989,2845597,500548,5495,435200,10771,301126,2814,653245,448749,23013,15398,10646
"10110101100100011100",18204,397128,34340710,122862,96640,1097833,79008,378339,686,195941,1258868,193,518088,208796,970,17988,84511,28063,1174,17522,31,2049,3525,38395,2070944,87211,35281,215674,239078,417480
"01110101011101011000",20663,964781,19205,52371,7508,38520,17970,400588,1720,245770,29271,608599,1282,240986,6040391,885222,212602,330841,187002,22520,2947,397370,44918,493,558702,632,51661,558815,43953,21662
"00001100101101111001",29924,205,160,8797,9300,8951,27907,283809,758180,5384,1307,4289,995269,893873,31746,9967,1546,200776,532,741,7645,32,21673,16707,95831,13614,45580,29,69788,14975
"01111000001001111100",1069,7394,1292,18651,202,647,33987,141410,2798450,4239,1286,577,3452,311752,6472,2294,1247543,8633,1901017,11,6690,37860,134621,54040,765123,712881,13,1150,92360,151773
"10001111010001100101",936397,85,913,49072,345714,47563,40341,81267,19918562,2355,12766,32993,18620,1909,10849,563340,828847,31262,1845,1598,749737,38,38343,104334,48507,20621,5278,515450,58917,52
"11010011100011001011",81146,31040,10112,15467,62445,122643,33812,197832,108927,40606,18102,350906,996548,2768,259582,3209,18421,129271,191038,59239,58492,13501936,17765,199842,656639,6540,616,2167362,2327,63362
"10010111010010111111",7948,28138,107,347939,5518,3321,1905,26236,539748,62682,1130114,74319,79990,39523,140217,2951,10378967,44608,22213,1003691,102232,2758284,12029,13249,241127,5016,78703,160242,251182,1245342
"00101000011110101001",1182,49181,2703,7320,138,7067,831,1076473,298404,343533,1791,35042,9538,21824,11158,14610,174676,28184,244786,55542,53713,884,46848,269536,2247,227593,94,178,4838,224175
"10100110000100101011",105276,150883,23075,941304,519254,141399,6497424,2250560,6617535,2623224,627323,29350,1696888,18682,5992,1125,9672,84724,952051,889224,224,347,10819,843,37153,95363,13320,63716,2225,213816
"01010010100001011001",24336,136331,7899,2821722,237437,88331,47227,59328,76965,15874,202404,51641,4550040,9749,740,20304,117481,9382,829,10877052,30036,1976427,45016,96,19973,11098,629,7299,295705,820425
"10110100111110110010",25033,15309477,322318,2236703,465710,247137,137866,4770,1331,5740,224,4,1868599,18989,761709,10696,341402,11447,15342,93138,209,105563,145121,3177051,36186,68350,8537,18822,1311,379775
"00010000100001011001",2880905,765861,30732,991061,4354435,55466,559205,13420,1704946,516053,66127,224859,651,960247,424,469290,4714,1434891,116921,27259,8819,63953,55598,372954,1133845,179097,4960,6818,573781,128455
"11100000110110111101",17458,59991,5844683,75597,15292,2505,578844,351444,7064,30052,217206,565041,293558,21787,5055,58771190,82109,2282665,101384,174804,61859,4595674,260284,34267,90075,80615,8237069,476491,385460,1944
"01100010001110110010",239561,20649,657700,3308538,742744,149781,2053819,7543,130344,560024,58479,95821,6520970,3646,450283,32621,235494,2247,27186,15985,90757,54133,12092,50132,262092,1110415,1776472,24415,1755972,276927
"11001101000010000110",1188,910,711,61323,10521,280098,69229,23646,138104,103405,817,3956,4935835,11392,630685,8939,16279,7968,3831,217,7332,2109,58304,52887,185723,66270,54741,2909,5087327,353638
"11100111101110011110",42481,7663,7830,164416,68246,42978,1785344,55499,10766374,78240,729,172436,26705,411019,75944,215583,36514,13042,24567,53854,281401,268038,64508,19068,2678,276124,24385,380716,35512,43665
"10001001000000101000",147473,76041,238,3086,39853,12991,28797032,3061,335548,7086,5560,3934,117326,1312,479680,124,41359,134158,68322,234,1483,96031,6165,2806,489065,30321,1659,1030,3943,65132
"11010000110100011011",146,5193,35965,376564,33362,526,26349,29067223,25883,33133,207238,286,6521,29801,225720,1029,284462,5397,185836,3269,60191,23465,16946,1909597,4234718,67477,46084,125580,7561,19564
"00010101001110100000",37371,18905,19302,356,14464,12799,42551475,247523,17729,9754,13402097,198051,10786926,6238,62434,140626,14341,113985,39540,817949,349621,21416,27310,17007,185025,97065,27545,73007,256939,260458
"10101100100010101010",17373,24974,101852,381524,313192,180385,2504455,962087,425311,24441,143664,12424,2614741,2595,25456,845,133492,3115,4904,76,3627,164421,823,35437,1739018,155018,181,360,272690,67632
"01010010111110010001",47352081,60033,60878,249276,161262,94532,246935,160660,838912,1240,273652,50269,437749,1800,1287,123425,7334,11669,448,44570,65057,7118,31731,580529,449434,4338,23701226,3325,834276,10431
"10101110100001010111",6154335,31238,109777,38413,66441,109183,161370,3286,1008612,6148,9633,548,82361,3539,51895,11660,44222,870613,6729,6345,762933,4335,31175,1024845,575665,33466,85025,144882,131663,87978
"01100100011111100101",169919,12733,72822,1281707,10608,13361,103259,3477,56963,2263,3724,1608,10763,8968,143556,1426,16261,20957,157547,41791,858175,479,343535,361,55796,147537,54,254003,49519,22120
"00001001011110001000",719358,10103,422,457060,354182,146813,102217,458033,143680,553,12878,219453,15842292,103471,5735,5398,351575,1671,166912,578,57073,158,5547,60045,5992,74708,649,37725,105863,14707
"10100000000110010101",3642,633746,98862,30001,714,287834,1000191,125087,18200,8613,12864,1479,30917,563217,2314,407,28747,2413,66559,17900,107399,2017,5195,25787,176063,8759,802,58172,2227994,1745
"11000011001100110100",1369,4012747,6526,10332415,2054,250084728,89888,1473,52571,17722,111961,6515,52375,175670,2675324,2423815,8108561,273013,20843,1811625,88527,192171,423494,77868,118989,109738,599416,18596,10986,220493
"10000010010011001001",685871,598,13898,842233,11929,105224,33568,8610,5381,5900,20934,108499,74,2328,2365,542,909750,511,4808,164533,210784,42434,455590,308,4212417,679571,7376,47243,2632,3319350
"01101000101111110101",122684,215,722861,114002,45308,843617,1394166,117,169783,3458,58963,85548,48902,4124,2196,713,15805,13576,79037,39,27763,10119,1919,2234,1173179,484,7303,401,149351,3708
